FG_GL_19T_080_2-3025894_S14_L001_R2_001.fastq.gz	31997
FG_CC_19T_009_2-3025952_S22_L001_R1_001.fastq.gz	17464
FG_GL_19T_081_2-3025960_S30_L001_R1_001.fastq.gz	128363
FG_GL_19T_081_2-3025960_S30_L001_R2_001.fastq.gz	128363
FG_GL_19T_080_2-3025894_S14_L001_R1_001.fastq.gz	31997
FG_CC_19T_009_2-3025952_S22_L001_R2_001.fastq.gz	17464
FG_CC_19T_057_2-3025994_S64_L001_R1_001.fastq.gz	50629926
FG_CC_19T_057_2-3025994_S64_L001_R2_001.fastq.gz	50629926
FG_CC_19T_039_2-3012890_S2_L003_R1_001.fastq.gz	55490272
FG_CC_19T_039_2-3012890_S2_L003_R2_001.fastq.gz	55490272
FG_GL_19T_149_2-3026824_S39_L004_R2_001.fastq.gz	437903
FG_GL_19T_149_2-3026824_S39_L004_R1_001.fastq.gz	437903
FG_GL_19T_442_2-3025967_S37_L001_R2_001.fastq.gz	41660
FG_GL_19T_442_2-3025967_S37_L001_R1_001.fastq.gz	41660
FG_GL_19T_432_2-3026061_S50_L002_R1_001.fastq.gz	23263124
FG_GL_19T_432_2-3026061_S50_L002_R2_001.fastq.gz	23263124
FG_LL_19T_180_2-3025951_S21_L001_R1_001.fastq.gz	6737
FG_LL_19T_180_2-3025951_S21_L001_R2_001.fastq.gz	6737
FG_GL_19T_094_2-3025998_S37_L002_R1_001.fastq.gz	25423003
FG_GL_19T_094_2-3025998_S37_L002_R2_001.fastq.gz	25423003
FG_GL_19T_120_2-3026847_S62_L004_R1_001.fastq.gz	32773134
FG_GL_19T_426_2-3026803_S18_L004_R1_001.fastq.gz	35320409
FG_GL_19T_120_2-3026847_S62_L004_R2_001.fastq.gz	32773134
FG_GL_19T_426_2-3026803_S18_L004_R2_001.fastq.gz	35320409
FG_GL_19T_105_2-3012985_S47_L003_R1_001.fastq.gz	38179021
FG_GL_19T_105_2-3012985_S47_L003_R2_001.fastq.gz	38179021
FG_GL_19T_113_2-3012888_S33_L002_R1_001.fastq.gz	41256705
FG_LL_19T_246_2-3026825_S40_L004_R1_001.fastq.gz	709725
FG_LL_19T_246_2-3026825_S40_L004_R2_001.fastq.gz	709725
FG_GL_19T_113_2-3012888_S33_L002_R2_001.fastq.gz	41256705
FG_GL_19T_132_2-3012952_S14_L003_R1_001.fastq.gz	45938652
FG_GL_19T_440_2-3012967_S29_L003_R1_001.fastq.gz	50283112
FG_GL_19T_132_2-3012952_S14_L003_R2_001.fastq.gz	45938652
FG_GL_19T_440_2-3012967_S29_L003_R2_001.fastq.gz	50283112
FG_GL_19T_146_2-3026845_S60_L004_R1_001.fastq.gz	49284061
FG_GL_19T_146_2-3026845_S60_L004_R2_001.fastq.gz	49284061
FG_GL_19T_445_2-3012872_S17_L002_R1_001.fastq.gz	46402987
FG_GL_19T_445_2-3012872_S17_L002_R2_001.fastq.gz	46402987
FG_LL_19T_259_2-3012898_S10_L003_R1_001.fastq.gz	10465516
FG_LL_19T_259_2-3012898_S10_L003_R2_001.fastq.gz	10465516
FG_LL_19T_191_2-3026849_S64_L004_R2_001.fastq.gz	41888791
FG_LL_19T_203_2-3026832_S47_L004_R1_001.fastq.gz	34560883
FG_LL_19T_191_2-3026849_S64_L004_R1_001.fastq.gz	41888791
FG_LL_19T_230_2-3012956_S18_L003_R2_001.fastq.gz	31122879
FG_LL_19T_203_2-3026832_S47_L004_R2_001.fastq.gz	34560883
FG_LL_19T_220_2-3026804_S19_L004_R2_001.fastq.gz	32171952
FG_LL_19T_220_2-3026804_S19_L004_R1_001.fastq.gz	32171952
FG_LL_19T_230_2-3012956_S18_L003_R1_001.fastq.gz	31122879
FG_LP_19T_103_2-3026057_S46_L002_R2_001.fastq.gz	21908503
FG_LP_19T_103_2-3026057_S46_L002_R1_001.fastq.gz	21908503
LG_CL_19T_182_2-3026070_S59_L002_R1_001.fastq.gz	23563872
LG_CL_19T_182_2-3026070_S59_L002_R2_001.fastq.gz	23563872
LG_CL_19T_363_2-3026068_S57_L002_R1_001.fastq.gz	21381099
LG_CL_19T_353_2-3026073_S62_L002_R1_001.fastq.gz	25611320
LG_CL_19T_363_2-3026068_S57_L002_R2_001.fastq.gz	21381099
LG_CL_19T_353_2-3026073_S62_L002_R2_001.fastq.gz	25611320
FG_LP_19T_067_2-3012897_S9_L003_R1_001.fastq.gz	45684352
FG_LP_19T_067_2-3012897_S9_L003_R2_001.fastq.gz	45684352
LG_CL_19T_207_2-3012990_S52_L003_R1_001.fastq.gz	38592815
LG_CL_19T_355_2-3012976_S38_L003_R1_001.fastq.gz	35020700
LG_CL_19T_207_2-3012990_S52_L003_R2_001.fastq.gz	38592815
LG_CL_19T_179_2-3012886_S31_L002_R1_001.fastq.gz	55651839
LG_CL_19T_379_2-3012887_S32_L002_R1_001.fastq.gz	31116490
LG_CL_19T_355_2-3012976_S38_L003_R2_001.fastq.gz	35020700
LG_CL_19T_379_2-3012887_S32_L002_R2_001.fastq.gz	31116490
LG_CL_19T_179_2-3012886_S31_L002_R2_001.fastq.gz	55651839
LG_CL_19T_384_2-3026053_S42_L002_R1_001.fastq.gz	21764590
LG_CL_19T_384_2-3026053_S42_L002_R2_001.fastq.gz	21764590
LG_CL_19T_364_2-3012861_S6_L002_R2_001.fastq.gz	51880936
LG_CL_19T_367_2-3012958_S20_L003_R2_001.fastq.gz	50512412
LG_CL_19T_383_2-3012962_S24_L003_R1_001.fastq.gz	38097855
LG_CL_19T_364_2-3012861_S6_L002_R1_001.fastq.gz	51880936
LG_CL_19T_383_2-3012962_S24_L003_R2_001.fastq.gz	38097855
LG_CL_19T_367_2-3012958_S20_L003_R1_001.fastq.gz	50512412
LG_CL_19T_381_2-3026805_S20_L004_R1_001.fastq.gz	46830628
LG_CL_19T_398_2-3012963_S25_L003_R1_001.fastq.gz	38583020
LG_CL_19T_381_2-3026805_S20_L004_R2_001.fastq.gz	46830628
LG_HL_19T_202_2-3026801_S16_L004_R1_001.fastq.gz	38574811
LG_CL_19T_398_2-3012963_S25_L003_R2_001.fastq.gz	38583020
LG_HL_19T_202_2-3026801_S16_L004_R2_001.fastq.gz	38574811
LG_CL_19T_392_2-3012973_S35_L003_R2_001.fastq.gz	59918687
LG_HL_19T_249_2-3026738_S3_L004_R1_001.fastq.gz	45039657
LG_HL_19T_317_2-3012889_S1_L003_R1_001.fastq.gz	34352793
LG_CL_19T_392_2-3012973_S35_L003_R1_001.fastq.gz	59918687
LG_HL_19T_391_2-3026064_S53_L002_R1_001.fastq.gz	6379570
LG_HL_19T_275_2-3012900_S12_L003_R1_001.fastq.gz	41591941
LG_LO_19T_207_2-3025893_S13_L001_R1_001.fastq.gz	163380
LG_HL_19T_282_2-3012894_S6_L003_R2_001.fastq.gz	43625692
LG_HL_19T_249_2-3026738_S3_L004_R2_001.fastq.gz	45039657
LG_HL_19T_275_2-3012900_S12_L003_R2_001.fastq.gz	41591941
LG_HL_19T_391_2-3026064_S53_L002_R2_001.fastq.gz	6379570
LG_LO_19T_207_2-3025893_S13_L001_R2_001.fastq.gz	163380
LG_HL_19T_317_2-3012889_S1_L003_R2_001.fastq.gz	34352793
LG_HL_19T_282_2-3012894_S6_L003_R1_001.fastq.gz	43625692
LG_HL_19T_357_2-3012864_S9_L002_R1_001.fastq.gz	59670983
LG_LO_19T_211_2-3026820_S35_L004_R2_001.fastq.gz	23535988
LG_LO_19T_211_2-3026820_S35_L004_R1_001.fastq.gz	23535988
LG_LO_19T_077_2-3012965_S27_L003_R1_001.fastq.gz	36822478
LG_HL_19T_357_2-3012864_S9_L002_R2_001.fastq.gz	59670983
LG_HL_19T_373_2-3012878_S23_L002_R1_001.fastq.gz	54683834
LG_HL_19T_373_2-3012878_S23_L002_R2_001.fastq.gz	54683834
LG_HL_19T_372_2-3025977_S47_L001_R1_001.fastq.gz	67938983
LG_HL_19T_372_2-3025977_S47_L001_R2_001.fastq.gz	67938983
LG_LO_19T_077_2-3012965_S27_L003_R2_001.fastq.gz	36822478
LG_FL_19T_036_2-3025971_S41_L001_R1_001.fastq.gz	97965861
LG_HL_19T_384_2-3025974_S44_L001_R1_001.fastq.gz	59920260
LG_FL_19T_036_2-3025971_S41_L001_R2_001.fastq.gz	97965861
LG_LO_19T_216_2-3013000_S62_L003_R1_001.fastq.gz	56859479
LG_HL_19T_384_2-3025974_S44_L001_R2_001.fastq.gz	59920260
LG_LO_19T_226_2-3026810_S25_L004_R1_001.fastq.gz	36594207
LG_LO_19T_217_2-3012859_S4_L002_R2_001.fastq.gz	57351094
LG_LO_19T_226_2-3026810_S25_L004_R2_001.fastq.gz	36594207
LG_LO_19T_217_2-3012859_S4_L002_R1_001.fastq.gz	57351094
LG_LO_19T_222_2-3025884_S4_L001_R1_001.fastq.gz	58094360
LG_LO_19T_216_2-3013000_S62_L003_R2_001.fastq.gz	56859479
LG_LO_19T_222_2-3025884_S4_L001_R2_001.fastq.gz	58094360
LG_LO_19T_232_2-3026741_S6_L004_R1_001.fastq.gz	43012760
LG_LO_19T_232_2-3026741_S6_L004_R2_001.fastq.gz	43012760
LG_LO_19T_272_2-3026737_S2_L004_R1_001.fastq.gz	42670880
LG_LO_19T_268_2-3026843_S58_L004_R1_001.fastq.gz	48351740
LG_RL_19T_090_2-3025895_S15_L001_R1_001.fastq.gz	43754
LG_RL_19T_090_2-3025895_S15_L001_R2_001.fastq.gz	43754
LG_LO_19T_266_2-3012892_S4_L003_R1_001.fastq.gz	53055260
LG_LO_19T_272_2-3026737_S2_L004_R2_001.fastq.gz	42670880
LG_LO_19T_266_2-3012892_S4_L003_R2_001.fastq.gz	53055260
SL_CL_19T_176_2-3025959_S29_L001_R1_001.fastq.gz	873
LG_LO_19T_268_2-3026843_S58_L004_R2_001.fastq.gz	48351740
SL_CL_19T_176_2-3025959_S29_L001_R2_001.fastq.gz	873
